dialog_act_type,utt
situation-eat,明日綾瀬食いに行こうよ
situation-eat,明日川崎食いに行こうよ
situation-eat,今日藤沢食いに行こうよ
situation-eat,今日鶴見食いに行こうよ
situation-eat,今日藤沢食いに行こうよ
situation-eat,今日川崎食いに行こうよ
situation-eat,明日品川食いに行こうよ
situation-eat,明日新宿食いに行こうよ
situation-eat,明日平塚食いに行こうよ
situation-eat,明日渋谷食いに行こうよ
situation-eat,明日空き幅や食いに行こうよ
situation-eat,今日綾瀬食いに行こうよ
situation-eat,明日高田馬場食いに行こうよ
situation-eat,今日平塚食いに行こうよ
situation-eat,明日新橋食いに行こうよ
situation-eat,今日平塚食いに行こうよ
situation-eat,今日相模大野食いに行こうよ
situation-eat,今日登戸食いに行こうよ
situation-eat,明日北千住食いに行こうよ
situation-eat,明日高田馬場食いに行こうよ
situation-eat,今日有楽町食いに行こうよ
situation-eat,今日高田馬場食いに行こうよ
situation-eat,今日横浜食いに行こうよ
situation-eat,明日中野食いに行こうよ
situation-eat,今日鶴見食いに行こうよ
situation-eat,明日戸塚食いに行こうよ
situation-eat,明日武蔵小杉食いに行こうよ
situation-eat,今日大船食いに行こうよ
situation-eat,今日空き幅や食いに行こうよ
situation-eat,今日中野食いに行こうよ
situation-eat,明日鶴見食いに行こうよ
situation-eat,今日空き幅や食いに行こうよ
situation-eat,明日本厚木食いに行こうよ
situation-eat,今日藤沢食いに行こうよ
situation-eat,今日武蔵小杉食いに行こうよ
situation-eat,明日中野食いに行こうよ
situation-eat,今日海老名食いに行こうよ
situation-eat,今日東京食いに行こうよ
situation-eat,今日綾瀬食いに行こうよ
situation-eat,今日空き幅や食いに行こうよ
situation-eat,明日上野食いに行こうよ
situation-eat,今日池袋食いに行こうよ
situation-eat,今日中野食いに行こうよ
situation-eat,今日鶴見食いに行こうよ
situation-eat,明日池袋食いに行こうよ
situation-eat,今日大船食いに行こうよ
situation-eat,今日東京食いに行こうよ
situation-eat,明日武蔵小杉食いに行こうよ
situation-eat,明日空き幅や食べに行こうよ
situation-eat,明日中野食べに行こうよ
situation-eat,今日戸塚食べに行こうよ
situation-eat,明日相模大野食べに行こうよ
situation-eat,今日大船食べに行こうよ
situation-eat,今日海老名食べに行こうよ
situation-eat,今日登戸食べに行こうよ
situation-eat,今日中野食べに行こうよ
situation-eat,今日中野食べに行こうよ
situation-eat,明日東京食べに行こうよ
situation-eat,今日相模大野食べに行こうよ
situation-eat,明日北千住食べに行こうよ
situation-eat,今日中野食べに行こうよ
situation-eat,明日新橋食べに行こうよ
situation-eat,明日品川食べに行こうよ
situation-eat,今日横浜食べに行こうよ
situation-eat,今日新宿食べに行こうよ
situation-eat,明日空き幅や食べに行こうよ
situation-eat,今日川崎食べに行こうよ
situation-eat,明日鶴見食べに行こうよ
situation-eat,今日中野食べに行こうよ
situation-eat,明日藤沢食べに行こうよ
situation-eat,今日相模大野食べに行こうよ
situation-eat,今日上野食べに行こうよ
situation-eat,明日空き幅や食べに行こうよ
situation-eat,今日高田馬場食べに行こうよ
situation-eat,今日綾瀬食べに行こうよ
situation-eat,今日川崎食べに行こうよ
situation-eat,明日北千住食べに行こうよ
situation-eat,明日新橋食べに行こうよ
situation-eat,明日新宿食べに行こうよ
situation-eat,明日渋谷食べに行こうよ
situation-eat,明日綾瀬食べに行こうよ
situation-eat,明日品川食べに行こうよ
situation-eat,明日北千住食べに行こうよ
situation-eat,明日高田馬場食べに行こうよ
situation-eat,明日東京食べに行こうよ
situation-eat,明日渋谷食べに行こうよ
situation-eat,明日平塚食べに行こうよ
situation-eat,今日戸塚食べに行こうよ
situation-eat,明日東京食べに行こうよ
situation-eat,今日高田馬場食べに行こうよ
situation-eat,今日有楽町食べに行こうよ
situation-eat,明日藤沢食べに行こうよ
situation-eat,明日大船食べに行こうよ
situation-eat,今日中野食べに行こうよ
situation-eat,明日大船食べに行こうよ
situation-eat,明日渋谷食べに行こうよ
situation-eat,今日藤沢食べに行こうよ
situation-eat,今日海老名食べに行こうよ
situation-eat,今日中野食べに行こうよ
situation-eat,今日渋谷食べに行こうよ
situation-eat,今日高田馬場食べに行こうよ
situation-eat,明日綾瀬食べに行こうよ
situation-eat,明日川崎食べに行こうよ
situation-eat,明日北千住食べに行こうよ
situation-eat,今日中野食べに行こうよ
situation-eat,明日池袋食べに行こうよ
situation-eat,明日平塚食べに行こうよ
situation-eat,明日海老名食べに行こうよ
situation-eat,今日藤沢食べに行こうよ
situation-eat,今日有楽町食べに行こうよ
situation-eat,今日横浜食べに行こうよ
situation-eat,明日高田馬場食べに行こうよ
situation-eat,今日川崎食べに行こうよ
situation-eat,今日有楽町食べに行こうよ
situation-eat,明日海老名食べに行こうよ
situation-eat,今日戸塚食べに行こうよ
situation-eat,明日戸塚食べに行こうよ
situation-eat,今日横浜食べに行こうよ
situation-eat,今日鶴見食べに行こうよ
situation-eat,今日上野食べに行こうよ
situation-eat,明日本厚木食べに行こうよ
situation-eat,今日東京食べに行こうよ
situation-eat,今日空き幅や食べに行こうよ
situation-eat,今日新橋食べに行こうよ
situation-eat,今日有楽町食べに行こうよ
situation-eat,明日有楽町食べに行こうよ
situation-eat,今日新宿食べに行こうよ
situation-eat,明日海老名食べに行こうよ
situation-eat,今日高田馬場食べに行こうよ
situation-eat,明日大船食べに行こうよ
situation-eat,今日鶴見食べに行こうよ
situation-eat,今日藤沢食べに行こうよ
situation-eat,明日大船食べに行こうよ
situation-eat,明日横浜食べに行こうよ
situation-eat,明日新宿食べに行こうよ
situation-eat,今日中野食べに行こうよ
situation-eat,今日高田馬場食べに行こうよ
situation-eat,明日北千住食べに行こうよ
situation-eat,今日高田馬場食べに行こうよ
situation-eat,明日有楽町食べに行こうよ
situation-eat,今日川崎食べに行こうよ
situation-eat,明日武蔵小杉食べに行こうよ
situation-eat,今日池袋食べに行こうよ
situation-eat,明日川崎食べに行こうよ
situation-eat,今日登戸食べに行こうよ
situation-eat,今日綾瀬食べに行こうよ
situation-eat,明日新宿食べに行こうよ
situation-eat,明日有楽町食べに行こうよ
situation-eat,今日綾瀬行こ
situation-eat,今日有楽町行こ
situation-eat,今日新橋行こ
situation-eat,明日新橋行こ
situation-eat,今日品川行こ
situation-eat,明日北千住行こ
situation-eat,明日登戸行こ
situation-eat,今日北千住行こ
situation-eat,今日東京行こ
situation-eat,明日平塚行こ
situation-eat,今日中野行こ
situation-eat,今日本厚木行こ
situation-eat,明日武蔵小杉行こ
situation-eat,明日横浜行こ
situation-eat,今日池袋行こ
situation-eat,明日横浜行こ
situation-eat,明日藤沢行こ
situation-eat,今日品川行こ
situation-eat,今日登戸行こ
situation-eat,今日藤沢行こ
situation-eat,明日中野行こ
situation-eat,明日渋谷行こ
situation-eat,今日綾瀬行こ
situation-eat,明日新宿行こ
situation-eat,今日新橋行こ
situation-eat,今日渋谷行こ
situation-eat,明日池袋行こ
situation-eat,明日北千住行こ
situation-eat,今日新宿行こ
situation-eat,今日藤沢行こ
situation-eat,今日綾瀬行こ
situation-eat,今日戸塚行こ
situation-eat,今日武蔵小杉行こ
situation-eat,今日戸塚行こ
situation-eat,明日綾瀬行こ
situation-eat,今日空き幅や行こ
situation-eat,今日空き幅や行こ
situation-eat,明日横浜行こ
situation-eat,今日登戸行こ
situation-eat,今日武蔵小杉行こ
situation-eat,今日中野行こ
situation-eat,今日綾瀬行こ
situation-eat,今日本厚木行こ
situation-eat,明日戸塚行こ
situation-eat,明日空き幅や行こ
situation-eat,明日有楽町行こ
situation-eat,今日海老名行こ
situation-eat,明日上野行こ
situation-eat,今日本厚木行こ
situation-eat,明日有楽町行こ
situation-eat,明日本厚木行こ
situation-eat,今日平塚行こ
situation-eat,今日武蔵小杉行こ
situation-eat,明日鶴見行こ
situation-eat,明日大船行こ
situation-eat,今日新宿行こ
situation-eat,今日相模大野行こ
situation-eat,今日鶴見行こ
situation-eat,明日北千住行こ
situation-eat,明日品川行こ
situation-eat,今日北千住行こ
situation-eat,今日新宿行こ
situation-eat,今日藤沢行こ
situation-eat,今日武蔵小杉行こ
situation-eat,今日武蔵小杉行こ
situation-eat,今日中野行こ
situation-eat,今日池袋行こ
situation-eat,今日横浜行こ
situation-eat,今日横浜行こ
situation-eat,明日池袋行こ
situation-eat,今日池袋行こ
situation-eat,明日中野行こ
situation-eat,今日東京行こ
situation-eat,今日海老名行こ
situation-eat,今日上野行こ
situation-eat,明日綾瀬行こ
situation-eat,明日新橋行こ
situation-eat,明日東京行こ
situation-eat,明日戸塚行こ
situation-eat,明日新橋行こ
situation-eat,明日海老名行こ
situation-eat,明日新橋行こ
situation-eat,明日武蔵小杉行こ
situation-eat,今日鶴見行こ
situation-eat,明日横浜行こ
situation-eat,今日大船行こ
situation-eat,明日海老名行こ
situation-eat,明日有楽町行こ
situation-eat,今日新宿行こ
situation-eat,明日藤沢行こ
situation-eat,今日横浜行こ
situation-eat,明日高田馬場行こ
situation-eat,今日上野行こ
situation-eat,明日新橋行こ
situation-eat,今日鶴見行こ
situation-eat,今日高田馬場行こ
situation-eat,今日横浜行こ
situation-eat,明日鶴見行こ
situation-eat,今日鶴見行こ
situation-eat,今日有楽町行こ
situation-eat,明日品川行かない？
situation-eat,明日本厚木行かない？
situation-eat,今日池袋行かない？
situation-eat,今日高田馬場行かない？
situation-eat,明日池袋行かない？
situation-eat,今日高田馬場行かない？
situation-eat,明日東京行かない？
situation-eat,明日平塚行かない？
situation-eat,明日横浜行かない？
situation-eat,今日空き幅や行かない？
situation-eat,明日空き幅や行かない？
situation-eat,今日高田馬場行かない？
situation-eat,明日中野行かない？
situation-eat,明日渋谷行かない？
situation-eat,明日武蔵小杉行かない？
situation-eat,今日海老名行かない？
situation-eat,今日川崎行かない？
